name,alpha2,alpha3,numeric
"Bei Einreise aus sogenannten Virusvarianten-Gebieten gilt ein Beförderungsverbot für den Personenverkehr per Zug, Bus, Schiff und Flug aus diesen Ländern.",,,
Derzeit bestehen keine Vereinbarungen mit anderen Staaten im Sinne von § 6 Absatz 2 Satz 1 Nummer 2 Coronavirus-Einreiseverordnung.,,,
"Eine generelle Testnachweispflicht für Einreisende im Luftverkehr. Personen die mit dem Flugzeug einreisen, müssen grundsätzlich",,,
"Erläuterung: Gemäß § 6 Absatz 2 Nummer 2 Buchstabe a Coronavirus-Einreiseverordnung vom 12.05.2021 gelten Ausnahmen für Urlaubsrückkehrer aus einem Risikogebiet, das weder ein Hochinzidenz",,,
Impf,,,
Spezielle Test,,,
